YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2004,actress,10/19/04,Acting,Marisa Tomei
2004,actor,10/21/04,Acting,Billy Crudup
2004,actor,10/5/04,Acting,Billy Bob Thornton
2004,actor,11/18/04,Acting,Woody Harrelson
2004,actor,11/29/04,Acting,Jude Law
2004,actor,12/13/04,Acting,Kevin Spacey
2004,actress,12/6/04,Acting,Isabella Rossellini
2004,actress,12/9/04,Acting,Kate Bosworth
2004,actor,2/11/04,Acting,Paul Rudd
2004,actress,2/12/04,Acting,Drew Barrymore
2004,actor,2/26/04,Acting,Samuel L. Jackson
2004,Film actor,2/5/04,Acting,Noah Wyle
2004,television actress,3/1/04,Acting,Edie Falco
2004,actor,3/17/04,Acting,Mekhi Phifer
2004,actor,3/18/04,Acting,Ethan Hawke
2004,actor,3/23/04,Acting,Tom Hanks
2004,actor,3/24/04,Acting,Jamie Foxx
2004,actress,3/29/04,Acting,Jennifer Beals
2004,actor,3/4/04,Acting,Willem Dafoe
2004,actor,3/8/04,Acting,Val Kilmer
2004,stunt perfomrer,4/1/04,Acting,Johnny Knoxville
2004,actor,4/20/04,Acting,Mark Ruffalo
2004,actress,4/27/04,Acting,Rebecca Romijn
2004,actor,4/6/04,Acting,Matthew Perry and Bruce Willis
2004,actor,4/6/04,Acting,Matthew Perry and Bruce Willis
2004,actor,4/7/04,Acting,Tim Robbins
2004,actor,4/8/04,Acting,Jason Bateman
2004,film actress,5/3/04,Acting,Janeane Garofalo
2004,actor,5/6/04,Acting,Andy Richter
2004,actress,6/10/04,Acting,Jennifer Love Hewitt
2004,actor,6/14/04,Acting,Stanley Tucci
2004,actress,6/22/04,Acting,Ashley Judd
2004,actor,6/23/04,Acting,Kevin Kline
2004,actor,7/15/04,Acting,Sacha Baron Cohen
2004,actor,7/7/04,Acting,Will Ferrell
2004,actress,7/8/04,Acting,Christina Applegate
2004,actor,8/11/04,Acting,Tom Cruise
2004,actor,8/18/04,Acting,Burt Reynolds
2004,actor,8/19/04,Acting,Seth Green
2004,film actor,8/4/04,Acting,Aaron Eckhart
2004,actress,8/5/04,Acting,Natalie Portman
2004,actress,9/13/04,Acting,Drew Barrymore
2004,actor,9/15/04,Acting,Alec Baldwin
2004,actress,9/16/04,Acting,Gwyneth Paltrow
2004,actor,9/23/04,Acting,Matthew Broderick
2004,actress,9/27/04,Acting,Rosie Perez
2005,actor,1/11/05,Acting,Samuel L. Jackson
2005,actor,1/12/05,Acting,Dennis Quaid
2005,actress,1/13/05,Acting,Annette Bening
2005,actor,1/26/05,Acting,John Leguizamo
2005,actor,1/4/05,Acting,Paul Giamatti
2005,actor,1/5/05,Acting,Don Cheadle
2005,actor,10/20/05,Acting,"Dwayne The Rock"" Johnson"""
2005,actor,10/31/05,Acting,D.L. Hughley
2005,actress,10/4/05,Acting,Cameron Diaz
2005,actor,10/6/05,Acting,Philip Seymour Hoffman
2005,actor,11/10/05,Acting,Chris Elliott
2005,actress,11/15/05,Acting,Rosario Dawson
2005,actor,11/28/05,Acting,Adrien Brody
2005,actress,11/9/05,Acting,Keira Knightley
2005,actress,12/15/05,Acting,Sarah Jessica Parker
2005,actress,12/6/05,Acting,Michelle Yeoh
2005,actor,2/16/05,Acting,Alan Cumming
2005,Film actress,2/22/05,Acting,Rachel Weisz
2005,actress,2/24/05,Acting,Christina Ricci
2005,actor,3/2/05,Acting,The Rock
2005,actress,3/21/05,Acting,Sandra Bullock
2005,actress,3/22/05,Acting,Catherine Keener
2005,Film actress,3/7/05,Acting,Melissa Boyle Mahle
2005,actor,3/9/05,Acting,Bruce Willis
2005,actor,4/14/05,Acting,David Duchovny
2005,actor,4/6/05,Acting,Matthew McConaughey
2005,actress,4/7/05,Acting,Drew Barrymore
2005,television actress,5/12/05,Acting,Tracey Ullman
2005,actor,5/4/05,Acting,Martin Short
2005,film actress,5/9/05,Acting,Kathleen Turner
2005,actor,6/14/05,Acting,Will Ferrell
2005,actor,6/2/05,Acting,Russell Crowe
2005,actor,7/19/05,Acting,Billy Bob Thornton
2005,actress,7/26/05,Acting,Diane Lane
2005,actress,7/28/05,Acting,Maggie Gyllenhaal
2005,actor,8/15/05,Acting,Steve Carell
2005,Film actress,8/23/05,Acting,Rachel Weisz
2005,actor,8/8/05,Acting,Paul Rudd
2005,actress,8/9/05,Acting,Kate Hudson
2005,actress,9/15/05,Acting,Gwyneth Paltrow
2005,actor,9/20/05,Acting,Alan Alda
2005,actor,9/22/05,Acting,George Clooney
2005,actor,9/27/05,Acting,Viggo Mortensen
2005,actor,9/7/05,Acting,Samuel L. Jackson
2006,actor,1/10/06,Acting,Albert Brooks
2006,actor,1/19/06,Acting,Josh Lucas
2006,actor,1/25/06,Acting,Anthony Hopkins
2006,actor,1/5/06,Acting,Pierce Brosnan
2006,actress,10/17/06,Acting,Amy Sedaris
2006,actress,10/19/06,Acting,Kirsten Dunst
2006,actress,11/13/06,Acting,Tina Fey
2006,actor,11/2/06,Acting,Sacha Baron Cohen
2006,actor,11/29/06,Acting,George Clooney
2006,actor,11/9/06,Acting,Dustin Hoffman
2006,actor,12/20/06,Acting,Ben Stiller
2006,actor,12/4/06,Acting,Nathan Lane
2006,actress,2/15/06,Acting,Julianne Moore
2006,actor,2/16/06,Acting,Ed Harris
2006,actor,2/22/06,Acting,Matthew Fox
2006,actor,2/8/06,Acting,Harrison Ford
2006,actor,2/9/06,Acting,Will Arnett
2006,actress,3/15/06,Acting,Natalie Portman
2006,actor,3/16/06,Acting,Vin Diesel
2006,actor,3/20/06,Acting,Clive Owen
2006,actress,3/30/06,Acting,Sharon Stone
2006,actor,4/19/06,Acting,Dennis Quaid
2006,actor,4/25/06,Acting,Tom Selleck
2006,actor,4/27/06,Acting,Robin Williams
2006,actor,4/6/06,Acting,Josh Hartnett
2006,actor,5/16/06,Acting,Denis Leary
2006,actor,5/4/06,Acting,John Malkovich
2006,actor,6/22/06,Acting,Adam Sandler
2006,actor,6/29/06,Acting,Kevin Spacey
2006,actress,6/7/06,Acting,Bonnie Hunt
2006,actress,6/8/06,Acting,Lily Tomlin
2006,telvision actor,7/10/06,Acting,Ilario Pantano
2006,actor,7/12/06,Acting,Shawn Wayans
2006,actor,7/13/06,Acting,Owen Wilson
2006,actor,7/20/06,Acting,Paul Giamatti
2006,actor,7/25/06,Acting,Edward Burns
2006,actor,7/31/06,Acting,Will Ferrell
2006,actor,8/15/06,Acting,Samuel L. Jackson
2006,actor,8/17/06,Acting,Matt Dillon
2006,actor,8/24/06,Acting,Martin Short
2006,actor,8/3/06,Acting,Danny DeVito
2006,actress,9/11/06,Acting,Maggie Gyllenhaal
2006,actor,9/19/06,Acting,Ben Affleck
2006,stunt perfomrer,9/20/06,Acting,Johnny Knoxville
2007,actress,1/1/07,Acting,Meryl Streep
2007,Film actor,1/11/07,Acting,Peter O'Toole
2007,actress,1/18/07,Acting,Robin Wright Penn
2007,actor,10/17/07,Acting,Jake Gyllenhaal
2007,actor,10/18/07,Acting,Ben Affleck
2007,actress,2/1/07,Acting,Sienna Miller
2007,actor,2/28/07,Acting,Jake Gyllenhaal
2007,actress,3/15/07,Acting,Sandra Bullock
2007,actor,3/22/07,Acting,Don Cheadle
2007,actress,4/11/07,Acting,Halle Berry
2007,television Actor,4/17/07,Acting,Sig Hansen
2007,actor,4/26/07,Acting,Richard Gere
2007,actor,5/1/07,Acting,Tobey Maguire
2007,actress,6/14/07,Acting,Angelina Jolie
2007,actor,6/18/07,Acting,Steve Carell
2007,actor,6/26/07,Acting,Bruce Willis
2007,actress,6/28/07,Acting,Claire Danes
2007,actor,6/5/07,Acting,Paul Rudd
2007,actor,7/17/07,Acting,Christopher Walken
2007,actor,7/19/07,Acting,Adam Sandler
2007,actor,8/14/07,Acting,Denis Leary
2007,actor,8/2/07,Acting,Matt Damon
2007,actor,8/7/07,Acting,Andy Samberg
2007,actress,9/11/07,Acting,Jodie Foster
2007,actor,9/26/07,Acting,Jamie Foxx
2008,television Actor,1/7/08,Acting,Ronald Seeber
2008,actor,10/2/08,Acting,Clint Eastwood
2008,actor,10/6/08,Acting,Tim Robbins
2008,actor,10/9/08,Acting,Robert De Niro
2008,actor,11/18/08,Acting,Denis Leary
2008,actor,11/6/08,Acting,Paul Rudd
2008,actress,12/1/08,Acting,Anne Hathaway
2008,actor,12/11/08,Acting,Philip Seymour Hoffman
2008,actress,4/17/08,Acting,Uma Thurman
2008,actor,4/24/08,Acting,Colin Firth
2008,actor,4/3/08,Acting,George Clooney
2008,actor,4/7/08,Acting,Nathan Lane
2008,actor,5/15/08,Acting,Denis Leary
2008,actor,6/18/08,Acting,Steve Carell
2008,actor,6/19/08,Acting,Mike Myers
2008,actor,6/23/08,Acting,James McAvoy
2008,actor,6/5/08,Acting,Adam Sandler
2008,actor,7/15/08,Acting,Pierce Brosnan
2008,actress,7/17/08,Acting,Maggie Gyllenhaal
2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
2008,actor,8/14/08,Acting,Ben Stiller
2008,actor,8/4/08,Acting,Dennis Hopper
2008,actor,8/5/08,Acting,Seth Rogen
2008,actress,9/17/08,Acting,Charlize Theron
2008,film actor,9/24/08,Acting,Aaron Eckhart
2009,actor,1/13/09,Acting,Daniel Craig
2009,actor,1/22/09,Acting,Liam Neeson
2009,actress,12/14/09,Acting,Sigourney Weaver
2009,actor,12/16/09,Acting,Hugh Grant
2009,actor,2/25/09,Acting,Tom Selleck
2009,actor,2/3/09,Acting,Dev Patel
2009,actor,3/11/09,Acting,Paul Rudd
2009,actor,3/17/09,Acting,Ian McShane
2009,actor,3/31/09,Acting,Seth Rogen
2009,actor,3/5/09,Acting,Billy Crudup
2009,actor,4/16/09,Acting,Ben Affleck
2009,actor,4/30/09,Acting,Hugh Jackman
2009,actor,4/6/09,Acting,Michael J. Fox
2009,actor,5/12/09,Acting,Tom Hanks
2009,actor,5/4/09,Acting,Denis Leary
2009,actor,6/15/09,Acting,Ed Helms
2009,actress,6/25/09,Acting,Cameron Diaz
2009,actor,6/4/09,Acting,Will Ferrell
2009,actor,7/22/09,Acting,Kevin Nealon
2009,actress,8/13/09,Acting,Rachel McAdams
2009,actor,8/5/09,Acting,Paul Giamatti
2009,actor,9/15/09,Acting,Matt Damon
2010,actor,1/19/10,Acting,Colin Firth
2010,actress,1/21/10,Acting,Julie Andrews
2010,actress,1/7/10,Acting,Maggie Gyllenhaal
2010,stunt perfomrer,10/11/10,Acting,Johnny Knoxville
2010,actor,10/5/10,Acting,Bruce Willis
2010,actress,10/7/10,Acting,Naomi Watts
2010,actress,11/11/10,Acting,Rosario Dawson
2010,actor,11/29/10,Acting,Judah Friedlander
2010,actor,11/9/10,Acting,Harrison Ford
2010,actor,12/15/10,Acting,Paul Rudd
2010,actor,12/7/10,Acting,Seth Green
2010,actress,12/8/10,Acting,Michelle Williams
2010,actor,2/11/10,Acting,Lee Daniels
2010,actor,2/24/10,Acting,Tracy Morgan
2010,actor,3/16/10,Acting,Jude Law
2010,actor,3/17/10,Acting,Snoop Dogg
2010,actor,3/2/10,Acting,Robert Pattinson
2010,actor,3/29/10,Acting,Ben Stiller
2010,actor,3/30/10,Acting,Robin Williams
2010,actor,3/4/10,Acting,Scott Patterson
2010,actor,4/12/10,Acting,Bryan Cranston
2010,actor,4/15/10,Acting,Tracy Morgan
2010,actress,4/22/10,Acting,Zoe Saldana
2010,actor,4/29/10,Acting,Michael Caine
2010,actor,4/7/10,Acting,Steve Carell
2010,actress,6/14/10,Acting,Betty White
2010,actor,6/2/10,Acting,Morgan Freeman
2010,actress,6/22/10,Acting,Cameron Diaz
2010,actor,6/24/10,Acting,Adam Sandler and Chris Rock
2010,actor,6/29/10,Acting,Helen Mirren
2010,actor,6/3/10,Acting,Jonah Hill
2010,actor,6/7/10,Acting,John C. Reilly
2010,actor,7/29/10,Acting,Liev Schreiber
2010,actor,7/5/10,Acting,Denis Leary
2010,actress,7/6/10,Acting,Julianne Moore
2010,actor,8/10/10,Acting,Jason Bateman
2010,actress,8/11/10,Acting,Laura Linney
2010,actress,8/16/10,Acting,Emma Thompson
2010,actress,8/19/10,Acting,Jennifer Aniston
2010,actress,8/25/10,Acting,Drew Barrymore
2010,actor,8/3/10,Acting,Will Ferrell (The interview also featured Rob Riggle
2010,actor,9/13/10,Acting,Ben Affleck
2010,actor,9/15/10,Acting,Jon Hamm
2010,actress,9/21/10,Acting,Sigourney Weaver
2010,actor,9/22/10,Acting,Edward Norton
2011,actor,1/10/11,Acting,Denis Leary
2011,actor,1/11/11,Acting,Colin Firth
2011,actor,1/25/11,Acting,James Franco
2011,actor,1/3/11,Acting,Paul Giamatti
2011,actress,10/31/11,Acting,Mindy Kaling
2011,actor,10/5/11,Acting,Hugh Jackman
2011,actor,10/6/11,Acting,Jason Sudeikis
2011,actor,11/10/11,Acting,Adam Sandler
2011,film actress,11/16/11,Acting,Diane Keaton
2011,actress,11/29/11,Acting,Betty White
2011,actor,11/7/11,Acting,Clint Eastwood
2011,actor,12/15/11,Acting,Matt Damon
2011,actor,12/6/11,Acting,Jonah Hill
2011,actor,12/7/11,Acting,Ralph Fiennes
2011,actress,2/15/11,Acting,January Jones
2011,actor,2/2/11,Acting,Matthew Perry
2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2011,actor,3/10/11,Acting,Trey Parker & Matt Stone
2011,actor,3/30/11,Acting,Jake Gyllenhaal[8]
2011,film actor,3/9/11,Acting,Aaron Eckhart
2011,actor,4/13/11,Acting,Tracy Morgan
2011,actor,4/4/11,Acting,Billy Crystal
2011,actor,5/10/11,Acting,Will Ferrell
2011,actor,5/11/11,Acting,Albert Brooks
2011,actress,5/12/11,Acting,Kristen Wiig
2011,actress,5/9/11,Acting,Keira Knightley
2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2011,actor,6/15/11,Acting,Trey Parker & Matt Stone
2011,actress,6/21/11,Acting,Cameron Diaz
2011,actress,6/27/11,Acting,Jennifer Aniston
2011,actor,6/29/11,Acting,Tom Hanks
2011,actor,7/11/11,Acting,Denis Leary
2011,actor,7/18/11,Acting,Daniel Radcliffe
2011,actor,7/20/11,Acting,Steve Carell
2011,actor,7/25/11,Acting,Neil Patrick Harris
2011,Film actress,7/27/11,Acting,Rachel Weisz
2011,actress,8/1/11,Acting,Freida Pinto
2011,actor,8/16/11,Acting,Matt Long
2011,actress,8/18/11,Acting,Anne Hathaway
2011,actor,8/2/11,Acting,Jason Bateman
2011,actor,9/27/11,Acting,Seth Rogen
2011,actress,9/8/11,Acting,Marion Cotillard
2012,actor,1/17/12,Acting,Liam Neeson
2012,actress,1/19/12,Acting,Elizabeth Banks
2012,actress,1/26/12,Acting,Tilda Swinton
2012,actor,10/2/12,Acting,Liam Neeson
2012,actor,10/22/12,Acting,D. L. Hughley
2012,actor,10/23/12,Acting,Gerard Butler
2012,actor,10/9/12,Acting,Ben Affleck
2012,actor,11/13/12,Acting,Jason Sudeikis
2012,actress,12/11/12,Acting,Laura Linney
2012,actress,12/13/12,Acting,Kristen Stewart
2012,actor,12/3/12,Acting,Denis Leary
2012,actor,2/1/12,Acting,Brad Pitt
2012,actor,2/23/12,Acting,Paul Rudd
2012,actor,3/13/12,Acting,Will Ferrell
2012,Film actress,3/14/12,Acting,Rachel Weisz
2012,actress,3/6/12,Acting,Julianne Moore
2012,actress,4/17/12,Acting,Julia Louis-Dreyfus
2012,actor,4/25/12,Acting,Jason Segel
2012,actor,5/31/12,Acting,Jim Parsons
2012,actress,6/13/12,Acting,Maggie Gyllenhaal
2012,actress,6/14/12,Acting,Catherine Zeta-Jones
2012,actor,6/19/12,Acting,Denis Leary
2012,actor,6/20/12,Acting,Steve Carell
2012,actor,6/27/12,Acting,Andrew Garfield
2012,actor,6/6/12,Acting,Michael Fassbender
2012,actress,7/18/12,Acting,Sigourney Weaver
2012,actor,7/24/12,Acting,Matthew McConaughey
2012,actor,7/26/12,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2012,actress,7/30/12,Acting,Rashida Jones
2012,actor,8/13/12,Acting,Robert Pattinson
2012,actor,8/16/12,Acting,Rob Corddry
2012,actress,8/2/12,Acting,Jessica Biel
2012,actress,9/26/12,Acting,Olivia Wilde
2013,actor,1/10/13,Acting,Josh Brolin
2013,actress,1/16/13,Acting,Jessica Chastain
2013,actress,1/17/13,Acting,Lena Dunham
2013,actress,1/22/13,Acting,Jennifer Lopez
2013,actor,1/24/13,Acting,Christopher Walken
2013,actress,1/29/13,Acting,Melissa McCarthy
2013,actor,1/31/13,Acting,Jason Bateman
2013,actress,1/7/13,Acting,Anne Hathaway
2013,actor,1/9/13,Acting,Jeff Bridges
2013,actor,10/1/13,Acting,David Mitchell
2013,actress,10/2/13,Acting,Sandra Bullock
2013,actor,10/24/13,Acting,Chiwetel Ejiofor
2013,actor,10/28/13,Acting,Nick Offerman
2013,actress,10/3/13,Acting,Kerry Washington
2013,actor,10/9/13,Acting,Michael Fassbender
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/14/13,Acting,Geoffrey Rush
2013,actress,11/18/13,Acting,Elizabeth Olsen
2013,actress,11/21/13,Acting,Jennifer Lawrence
2013,actor,11/5/13,Acting,John Goodman
2013,Film actor,11/7/13,Acting,Patrick Stewart
2013,actress,12/10/13,Acting,Amy Adams
2013,actress,12/12/13,Acting,Evangeline Lilly
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/19/13,Acting,Jonah Hill
2013,actor,12/2/13,Acting,Ian McKellen
2013,actor,12/3/13,Acting,Jared Leto
2013,actress,2/19/13,Acting,Alison Brie
2013,actor,3/25/13,Acting,Peter Dinklage
2013,actress,3/27/13,Acting,Eva Mendes
2013,actor,3/4/13,Acting,Paul Rudd
2013,television actress,4/11/13,Acting,Edie Falco
2013,actor,4/16/13,Acting,Tom Cruise
2013,actress,4/22/13,Acting,Christina Hendricks
2013,actor,4/29/13,Acting,Jon Hamm
2013,actor,4/30/13,Acting,Robert Downey Jr.
2013,actor,5/14/13,Acting,Nathan Lane
2013,actress,5/20/13,Acting,Ellen Page
2013,actor,5/23/13,Acting,Morgan Freeman
2013,actress,5/7/13,Acting,Mindy Kaling
2013,actress,5/8/13,Acting,Carey Mulligan
2013,actor,6/10/13,Acting,Seth Rogen
2013,actress,6/17/13,Acting,Linda Cardellini
2013,actress,6/24/13,Acting,Maggie Gyllenhaal
2013,actor,7/16/13,Acting,Helen Mirren
2013,actress,7/24/13,Acting,Shailene Woodley
2013,actor,7/31/13,Acting,Hank Azaria
2013,actor,8/14/13,Acting,Regis Philbin
2013,actor,8/15/13,Acting,Simon Pegg
2013,actor,8/6/13,Acting,Liam Hemsworth
2013,actress,8/7/13,Acting,Lake Bell
2013,actor,9/11/13,Acting,Bob Odenkirk & David Cross
2013,actor,9/12/13,Acting,Billy Crystal
2013,actor,9/17/13,Acting,Jake Gyllenhaal
2013,actor,9/18/13,Acting,Hugh Jackman
2013,actor,9/26/13,Acting,Robin Williams
2013,actor,9/5/13,Acting,Michael C. Hall
2014,stunt perfomrer,1/29/14,Acting,Johnny Knoxville
2014,actor,1/6/14,Acting,Oscar Isaac
2014,actor,1/7/14,Acting,Steve Coogan
2014,actress,1/9/14,Acting,Scarlett Johansson
2014,actress,10/1/14,Acting,Lena Dunham
2014,actor,10/29/14,Acting,Ellar Coltrane
2014,actor,10/9/14,Acting,Jeremy Renner
2014,actor,11/12/14,Acting,Steve Carell
2014,film actor,11/13/14,Acting,Maziar Bahari & Gael Garcí_a Bernal
2014,actor,11/18/14,Acting,Benedict Cumberbatch
2014,actress,11/19/14,Acting,Jessica Chastain
2014,actor,11/20/14,Acting,Eddie Redmayne
2014,actor,11/3/14,Acting,Jake Gyllenhaal
2014,actor,11/5/14,Acting,John Cleese
2014,actress,12/17/14,Acting,Anna Kendrick
2014,actress,12/4/14,Acting,Angelina Jolie
2014,actor,2/10/14,Acting,Ty Burrell
2014,actor,2/12/14,Acting,Joel Kinnaman
2014,actor,2/18/14,Acting,Kevin Spacey
2014,actor,2/26/14,Acting,Liam Neeson
2014,actress,2/4/14,Acting,Elizabeth Banks
2014,actor,2/5/14,Acting,George Clooney
2014,actor,3/12/14,Acting,Jason Bateman
2014,actor,3/26/14,Acting,Jude Law
2014,actor,3/31/14,Acting,Peter Dinklage
2014,actress,4/10/14,Acting,Jennifer Garner
2014,actor,4/2/14,Acting,Samuel L. Jackson
2014,actor,4/8/14,Acting,Denis Leary
2014,actor,4/9/14,Acting,Colin Firth
2014,actor,5/15/14,Acting,Jim Parsons
2014,actor,5/19/14,Acting,James McAvoy
2014,actress,5/22/14,Acting,Drew Barrymore
2014,actor,5/7/14,Acting,Seth Rogen
2014,actor,6/12/14,Acting,Christopher Walken
2014,actor,6/18/14,Acting,Kevin Hart
2014,actor,6/2/14,Acting,Robert De Niro
2014,actress,6/24/14,Acting,Jennifer Esposito
2014,actress,6/25/14,Acting,Keira Knightley
2014,actress,6/26/14,Acting,Melissa McCarthy
2014,actor,6/5/14,Acting,Tom Cruise
2014,actress,7/17/14,Acting,Emma Stone
2014,actor,7/23/14,Acting,George Takei
2014,actress,7/30/14,Acting,Maggie Gyllenhaal
2014,actress,7/31/14,Acting,Aubrey Plaza
2014,actor,8/4/14,Acting,Elisabeth Moss
2014,actor,9/16/14,Acting,Bill Hader
2014,actor,9/30/14,Acting,Ben Affleck
2015,actress,1/14/15,Acting,Julianne Moore
2015,actress,1/15/15,Acting,Sienna Miller
2015,actress,1/20/15,Acting,Jennifer Lopez
2015,actress,1/21/15,Acting,Anne Hathaway
2015,actress,1/22/15,Acting,Jennifer Aniston
2015,actor,1/28/15,Acting,Oscar Isaac
2015,actress,1/8/15,Acting,Allison Williams
2015,actor,2/11/15,Acting,Colin Firth
2015,actor,2/2/15,Acting,Martin Short
2015,actress,2/26/15,Acting,Olivia Wilde
2015,actor,2/5/15,Acting,Bob Odenkirk
2015,actress,2/9/15,Acting,Patricia Arquette
2015,actor,3/12/15,Acting,Rob Corddry
2015,actress,3/17/15,Acting,Amanda Seyfried
2015,actor,3/18/15,Acting,Kevin Hart
2015,actor,3/19/15,Acting,Will Ferrell
2015,actor,3/2/15,Acting,Robert Smigel
2015,actress,3/3/15,Acting,Sigourney Weaver
2015,actor,4/15/15,Acting,Billy Crystal
2015,actress,4/27/15,Acting,Elizabeth Olsen
2015,actress,4/30/15,Acting,Kristen Wiig
2015,actor,4/7/15,Acting,Peter Dinklage
2015,actor,6/11/15,Acting,Mark Ruffalo
2015,actor,6/16/15,Acting,Aziz Ansari
2015,actress,6/29/15,Acting,Taylor Schilling
2015,actress,6/3/15,Acting,Melissa McCarthy
2015,actor,6/30/15,Acting,Jon Hamm
2015,actor,6/4/15,Acting,Steve Buscemi
2015,actor,6/9/15,Acting,Nick Offerman
2015,actor,7/20/15,Acting,Paul Rudd
2015,actor,7/22/15,Acting,Jake Gyllenhaal
2015,actor,7/28/15,Acting,Tom Cruise
2015,actor,8/4/15,Acting,Denis Leary
